2.79493, 0.6
0.894396, 0.894396
0.6, 0.900722
0.6, 0.3
2.78243, 0.3
2.80417, 0.6
0.895765, 0.895765
0.6, 0.89739
0.6, 0.3
2.80864, 0.3
2.79177, 0.6
0.906946, 0.906946
0.6, 0.899526
0.6, 0.3
2.79769, 0.3
2.78902, 0.6
0.898897, 0.898897
0.6, 0.901385
0.6, 0.3
2.78428, 0.3
2.74079, 0.6
0.898242, 0.898242
0.6, 0.893002
0.6, 0.3
2.7552, 0.3
2.71958, 0.6
0.896064, 0.896064
0.6, 0.888235
0.6, 0.3
2.71591, 0.3
2.67934, 0.6
0.898885, 0.898885
0.6, 0.892813
0.6, 0.3
2.69014, 0.3
2.66208, 0.6
0.894927, 0.894927
0.6, 0.925705
0.6, 0.3
2.66271, 0.3
2.61772, 0.6
0.903845, 0.903845
0.6, 0.902601
0.6, 0.3
2.62552, 0.3
2.58736, 0.6
0.897886, 0.897886
0.6, 0.897641
0.6, 0.3
2.58702, 0.3
2.57228, 0.6
0.895514, 0.895514
0.6, 0.912094
0.6, 0.3
2.56748, 0.3
2.53897, 0.6
0.902403, 0.902403
0.6, 0.897888
0.6, 0.3
2.54127, 0.3
2.5021, 0.6
0.895654, 0.895654
0.6, 0.882817
0.6, 0.3
2.51401, 0.3
2.49266, 0.6
0.907009, 0.907009
0.6, 0.895983
0.6, 0.3
2.47769, 0.3
2.46455, 0.6
0.907217, 0.907217
0.6, 0.897057
0.6, 0.3
2.42343, 0.3
2.40522, 0.6
0.895949, 0.895949
0.6, 0.896333
0.6, 0.3
2.41398, 0.3
2.39563, 0.6
0.912175, 0.912175
0.6, 0.915203
0.6, 0.3
2.38923, 0.3
2.3369, 0.6
0.904547, 0.904547
0.6, 0.923145
0.6, 0.3
2.35559, 0.3
2.305, 0.6
0.894928, 0.894928
0.6, 0.922849
0.6, 0.3
2.3408, 0.3
2.30954, 0.6
0.903031, 0.903031
0.6, 0.891158
0.6, 0.3
2.30093, 0.3
2.26142, 0.6
0.910999, 0.910999
0.6, 0.888094
0.6, 0.3
1.1564, 0.3
2.23067, 0.6
0.906038, 0.906038
0.6, 0.912285
0.6, 0.3
1.11403, 0.3
2.19356, 0.6
0.886873, 0.886873
0.6, 0.904665
0.6, 0.3
1.07434, 0.3
2.1794, 0.6
0.894412, 0.894412
0.6, 0.907221
0.6, 0.3
1.06601, 0.3
2.13452, 0.6
0.900773, 0.900773
0.6, 0.91333
0.6, 0.3
1.04554, 0.3
2.11614, 0.6
0.902177, 0.902177
0.6, 0.902826
0.6, 0.3
1.02217, 0.3
2.08196, 0.6
0.89648, 0.89648
0.6, 0.908417
0.6, 0.3
0.999717, 0.3
2.06547, 0.6
0.885154, 0.885154
0.6, 0.901693
0.6, 0.3
0.985682, 0.3
2.03305, 0.6
0.895354, 0.895354
0.6, 0.893737
0.6, 0.3
0.977809, 0.3
1.97492, 0.6
0.906088, 0.906088
0.6, 0.887105
0.6, 0.3
0.964297, 0.3
1.95836, 0.6
0.904126, 0.904126
0.6, 0.897514
0.6, 0.3
0.960978, 0.3
1.93489, 0.6
0.880797, 0.880797
0.6, 0.90103
0.6, 0.3
0.981009, 0.3
1.90903, 0.6
0.910954, 0.910954
0.6, 0.905845
0.6, 0.3
1.90521, 0.3
1.86619, 0.6
0.90776, 0.90776
0.6, 0.911335
0.6, 0.3
1.88515, 0.3
1.84176, 0.6
0.908364, 0.908364
0.6, 0.89331
0.6, 0.3
1.85553, 0.3
1.8358, 0.6
0.89644, 0.89644
0.6, 0.909061
0.6, 0.3
1.81867, 0.3
1.8052, 0.6
0.903909, 0.903909
0.6, 0.891827
0.6, 0.3
1.80755, 0.3
1.77609, 0.6
0.918984, 0.918984
0.6, 0.887096
0.6, 0.3
1.82546, 0.3
1.73347, 0.6
0.931281, 0.931281
0.6, 0.899107
0.6, 0.3
1.84681, 0.3
1.70352, 0.6
0.950673, 0.950673
0.6, 0.894065
0.6, 0.3
1.88989, 0.3
