0.300722,0.416339,2.19493,3.08642,2.18238,0
0.29739,0.418275,2.20417,3.1235,2.18895,1
0.299526,0.434087,2.19177,3.108,2.1997,2
0.301385,0.422705,2.18902,3.08904,2.21055,3
0.293002,0.421777,2.14079,3.04792,2.17876,4
0.288235,0.418698,2.11958,2.99235,2.19306,5
0.292813,0.422688,2.07934,2.9559,2.20964,6
0.325705,0.41709,2.06208,2.91711,2.18585,7
0.302601,0.429702,2.01772,2.86452,2.21234,8
0.297641,0.421274,1.98736,2.81007,2.19982,9
0.312094,0.41792,1.97228,2.78243,2.20348,10
0.297888,0.427662,1.93897,2.74537,2.19607,11
0.282817,0.418118,1.9021,2.70682,2.19191,12
0.295983,0.434176,1.89266,2.65545,2.18508,13
0.297057,0.434471,1.86455,2.57872,2.18967,14
0.296333,0.418536,1.80522,2.56535,2.21543,15
0.315203,0.441482,1.79563,2.53035,2.19639,16
0.323145,0.430695,1.7369,2.48278,2.19901,17
0.322849,0.417091,1.705,2.46187,2.20592,18
0.291158,0.428551,1.70954,2.40548,2.19771,19
0.288094,0.439819,1.66142,0.786868,2.20395,20
0.312285,0.432803,1.63067,0.726945,2.19322,21
0.304665,0.4057,1.59356,0.670816,1.34408,22
0.307221,0.416362,1.5794,0.659042,1.30681,23
0.31333,0.425357,1.53452,0.630091,1.27546,24
0.302826,0.427342,1.51614,0.597037,1.28347,25
0.308417,0.419286,1.48196,0.565285,1.2596,26
0.301693,0.403269,1.46547,0.545437,1.28044,27
0.293737,0.417694,1.43305,0.534302,1.29699,28
0.287105,0.432873,1.37492,0.515194,1.32934,29
0.297514,0.430099,1.35836,0.5105,2.18256,30
0.30103,0.397106,1.33489,0.538828,2.20591,31
0.305845,0.439755,1.30903,1.84585,1.83539,32
0.311335,0.435239,1.26619,1.81747,1.81825,33
0.29331,0.436093,1.24176,1.77558,1.7772,34
0.309061,0.419229,1.2358,1.72345,1.76533,35
0.291827,0.429793,1.2052,1.70773,1.75862,36
0.287096,0.451111,1.17609,1.73307,1.79356,37
0.299107,0.468502,1.13347,1.76325,1.8218,38
0.294065,0.495927,1.10352,1.82418,2.21196,39
0.310799,0.545488,1.09129,1.89241,2.21698,40
0.33817,0.617995,1.07669,1.99932,1.38756,41
0.3379,0.676403,1.06555,2.13329,1.35348,42
0.353774,0.750024,1.04802,2.29701,1.35645,43
0.351195,0.885923,1.03452,2.33574,1.33116,44
0.392426,0.988809,0.747171,2.26461,1.36208,45
0.423384,0.942448,0.683876,2.20885,1.41977,46
0.452125,0.909099,0.639002,2.17696,0.382826,47
0.496335,0.877885,0.60045,2.12217,0.36896,48
0.502928,0.834007,0.574717,2.10798,0.330064,49
0.57551,0.824592,0.574341,2.06533,0.326561,50
0.616938,0.801644,0.588121,2.03987,0.300927,51
0.694075,0.763794,1.12674,2.01301,0.289911,52
0.765749,0.767075,1.15376,2.00761,0.257925,53
0.862405,0.752966,1.20045,1.99855,0.279997,54
0.887655,0.733604,1.26628,2.00031,0.258831,55
0.829539,0.461143,1.33536,1.63822,0.255409,56
0.796268,0.371944,1.43116,1.56116,0.253039,57
0.748279,0.327835,1.5546,1.53034,0.499104,58
0.713259,0.304046,1.68996,1.55365,0.49171,59
0.693431,0.310701,1.92377,2.02606,0.48978,60
0.677634,0.320264,1.87897,2.03828,0.495773,61
0.66289,0.736342,1.819,2.07507,0.487779,62
0.296361,0.765278,1.77564,2.0984,0.250163,63
0.25,0.776231,1.70262,2.14397,0.276847,64
0.506903,0.814612,1.70332,1.18638,0.252,65
0.486782,0.851093,1.65128,1.10184,0.292151,66
0.272746,0.876293,1.63558,1.08786,0.268791,67
0.616,0.953871,1.58307,1.05412,0.289002,68
0.628803,1.0054,1.59315,1.05457,0.30423,69
0.633104,1.08556,1.56967,1.06391,0.342025,70
0.639069,1.1811,1.54015,2.18263,0.337934,71
0.670205,1.31431,1.54335,2.12247,0.349221,72
0.692582,1.47625,1.53352,2.04311,0.378786,73
0.701614,1.54601,1.14163,1.9926,1.9879,74
0.750801,1.50441,1.09213,1.93243,2.00595,75
0.776645,1.43991,1.06187,1.9032,2.05942,76
0.802119,1.37163,1.10129,1.84902,2.11811,77
0.861169,1.35218,1.59224,1.81833,2.0967,78
0.90231,1.28712,1.61854,1.78691,1.97348,79
0.981346,1.26645,1.66881,1.74895,1.88972,80
1.04563,1.24909,1.72176,1.73461,1.80489,81
1.13121,1.22345,1.76207,1.70938,1.74134,82
1.22826,1.22314,1.83822,1.67759,1.69703,83
1.33292,1.20972,0.694629,1.67045,1.64414,84
1.451,1.19453,0.633841,1.66597,1.63897,85
1.37366,0.895031,0.570989,1.66621,1.57725,86
1.30972,0.77759,0.556586,1.64697,1.53323,87
1.27858,0.74032,0.53913,1.66337,1.53873,88
1.21135,0.753634,0.52268,1.65397,1.50748,89
1.19193,1.19979,0.52093,1.66874,1.47172,90
1.1385,1.24229,1.54148,1.68667,1.46242,91
1.1369,1.27105,1.51358,1.70658,1.45076,92
1.11151,1.32833,1.45999,1.74705,1.45033,93
1.11164,1.35601,1.39565,1.76509,1.42535,94
1.09593,0.388871,1.36797,1.80911,1.4326,95
